First Name;Last Name;Customer name;Customer Email;Customer Address;Customer Phone;Region;Company;Position;Lead source;Creation date;Expected close date;Sales rep;Deal value;Comission (%);Comission ($);Status;Stage;Priority;Insert_date;update_date
Datha;McPheat;Datha McPheat;Datha.McPheat@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;26/04/2024;26/05/2024;Sarah Davis;25 000,00;30%;7500;Open;Negotiation;Medium;27/06/2024;02/05/2024
Hashim;O'Leahy;Hashim O'Leahy;Hashim.O'Leahy@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;27/04/2024;27/05/2024;Sarah Davis;500;5%;25;Open;Contact/Meeting;Low;28/06/2024;03/05/2024
Quinn;Fulks;Quinn Fulks;Quinn.Fulks@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;28/04/2024;28/05/2024;Noah Harris;25 000,00;30%;7500;Open;Opportunity;Medium;29/06/2024;04/05/2024
Jaime;Warkup;Jaime Warkup;Jaime.Warkup@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Instagram;29/04/2024;29/05/2024;John Smith;30 000,00;12%;3600;Open;Solution;High;30/06/2024;05/05/2024
Xever;Baldetti;Xever Baldetti;Xever.Baldetti@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Email;30/04/2024;30/05/2024;John Smith;10 000,00;30%;3000;Open;Proposal Discussed;High;01/07/2024;06/05/2024
Ramonda;McKellar;Ramonda McKellar;Ramonda.McKellar@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Web;05/01/2024;04/02/2024;John Smith;25 000,00;20%;5000;Lead;Written Proposal;Medium;02/07/2024;07/05/2024
Clementius;Everington;Clementius Everington;Clementius.Everington@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;05/02/2024;06/03/2024;Sarah Davis;500;30%;150;Won;Contract;Low;03/07/2024;08/05/2024
Maurits;Kix;Maurits Kix;Maurits.Kix@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;05/03/2024;04/04/2024;John Smith;3 500,00;12%;420;Won;Purchase Order;High;04/07/2024;09/05/2024
Gerard;Steketee;Gerard Steketee;Gerard.Steketee@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;05/04/2024;05/05/2024;Sarah Davis;10 000,00;30%;3000;On Hold;Invoice;High;05/07/2024;10/05/2024
Etan;Poyle;Etan Poyle;Etan.Poyle@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;05/05/2024;04/06/2024;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;06/07/2024;11/05/2024
Bart;Eakle;Bart Eakle;Bart.Eakle@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;05/06/2024;05/07/2024;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;07/07/2024;12/05/2024
Nadean;Fielding;Nadean Fielding;Nadean.Fielding@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;05/07/2024;04/08/2024;Noah Harris;25 000,00;30%;7500;Open;Opportunity;Medium;08/07/2024;13/05/2024
Charyl;Haimes;Charyl Haimes;Charyl.Haimes@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;05/08/2024;04/09/2024;Noah Harris;30 000,00;12%;3600;Open;Solution;High;09/07/2024;14/05/2024
Cathlene;Bellas;Cathlene Bellas;Cathlene.Bellas@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;05/09/2024;05/10/2024;Noah Harris;10 000,00;30%;3000;Open;Proposal Discussed;High;10/07/2024;15/05/2024
Johnathan;Audiss;Johnathan Audiss;Johnathan.Audiss@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;05/10/2024;04/11/2024;Noah Harris;25 000,00;20%;5000;Lead;Written Proposal;Medium;11/07/2024;16/05/2024
Brenna;Dacks;Brenna Dacks;Brenna.Dacks@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;05/11/2024;05/12/2024;John Smith;500;30%;150;Won;Contract;Low;12/07/2024;17/05/2024
Rhoda;McKeown;Rhoda McKeown;Rhoda.McKeown@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;05/12/2024;04/01/2025;John Smith;3 500,00;12%;420;Won;Purchase Order;Medium;13/07/2024;18/05/2024
Tirrell;Haysham;Tirrell Haysham;Tirrell.Haysham@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;13/05/2024;12/06/2024;Sarah Davis;10 000,00;30%;3000;On Hold;Invoice;High;14/07/2024;19/05/2024
Fiona;Clines;Fiona Clines;Fiona.Clines@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;14/05/2024;13/06/2024;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;15/07/2024;20/05/2024
Tiphany;Bonnier;Tiphany Bonnier;Tiphany.Bonnier@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;15/05/2024;14/06/2024;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;16/07/2024;21/05/2024
Jayme;Baunton;Jayme Baunton;Jayme.Baunton@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;16/05/2024;15/06/2024;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;17/07/2024;22/05/2024
Adolphus;Seers;Adolphus Seers;Adolphus.Seers@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;17/05/2024;16/06/2024;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;18/07/2024;23/05/2024
Gunther;Jackman;Gunther Jackman;Gunther.Jackman@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;18/05/2024;17/06/2024;John Smith;25 000,00;15%;3750;Sales qualified lead;Contact/Meeting;Medium;19/07/2024;24/05/2024
Duff;Anan;Duff Anan;Duff.Anan@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;19/05/2024;18/06/2024;Sarah Davis;10 000,00;12%;1200;Open;Opportunity;High;20/07/2024;25/05/2024
Ddene;Burleton;Ddene Burleton;Ddene.Burleton@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;20/05/2024;19/06/2024;Sarah Davis;12 500,00;30%;3750;On Hold;Solution;Medium;21/07/2024;26/05/2024
Sydney;Endacott;Sydney Endacott;Sydney.Endacott@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;21/05/2024;20/06/2024;Sarah Davis;5 000,00;5%;250;Won;Proposal Discussed;Low;22/07/2024;27/05/2024
Edik;Connichie;Edik Connichie;Edik.Connichie@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;22/05/2024;21/06/2024;Sarah Davis;10 000,00;30%;3000;Lead;Written Proposal;Medium;23/07/2024;28/05/2024
Eugenius;Packe;Eugenius Packe;Eugenius.Packe@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;23/05/2024;22/06/2024;John Smith;30 000,00;20%;6000;Won;Contract;High;24/07/2024;29/05/2024
Humfrey;Frankland;Humfrey Frankland;Humfrey.Frankland@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;24/05/2024;23/06/2024;John Smith;10 000,00;12%;1200;Won;Purchase Order;Medium;25/07/2024;30/05/2024
Nikola;Jeanon;Nikola Jeanon;Nikola.Jeanon@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;25/05/2024;24/06/2024;John Smith;25 000,00;30%;7500;Won;Invoice;Low;26/07/2024;31/05/2024
Sue;Chapelhow;Sue Chapelhow;Sue.Chapelhow@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;26/05/2024;25/06/2024;Sarah Davis;500;5%;25;Won;Payment;Medium;27/07/2024;01/06/2024
Cassandra;Aucoate;Cassandra Aucoate;Cassandra.Aucoate@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;27/05/2024;26/06/2024;Caroline Lewis;10 000,00;30%;3000;Lost;Refund;Medium;28/07/2024;02/06/2024
Zebulen;Swadon;Zebulen Swadon;Zebulen.Swadon@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;28/05/2024;27/06/2024;Caroline Lewis;11 000,00;12%;1320;On Hold;Lead qualification;High;29/07/2024;03/06/2024
Ernestus;Cruden;Ernestus Cruden;Ernestus.Cruden@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;29/05/2024;28/06/2024;Caroline Lewis;5 000,00;30%;1500;Open;Negotiation;Medium;30/07/2024;04/06/2024
Duke;Allnatt;Duke Allnatt;Duke.Allnatt@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;30/05/2024;29/06/2024;Noah Harris;1 000,00;5%;50;Open;Contact/Meeting;Low;31/07/2024;05/06/2024
Ken;Renfree;Ken Renfree;Ken.Renfree@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;31/05/2024;30/06/2024;Noah Harris;25 000,00;30%;7500;Open;Opportunity;Medium;01/08/2024;06/06/2024
Lebbie;Bruck;Lebbie Bruck;Lebbie.Bruck@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;06/01/2024;05/02/2024;Noah Harris;500;12%;60;Open;Solution;High;02/08/2024;07/06/2024
Alidia;Durrett;Alidia Durrett;Alidia.Durrett@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;06/02/2024;07/03/2024;Noah Harris;25 000,00;30%;7500;Open;Proposal Discussed;High;03/08/2024;08/06/2024
Mella;Petrovsky;Mella Petrovsky;Mella.Petrovsky@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;06/03/2024;05/04/2024;Noah Harris;30 000,00;20%;6000;Lead;Written Proposal;Medium;04/08/2024;09/06/2024
Bart;Creenan;Bart Creenan;Bart.Creenan@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;06/04/2024;06/05/2024;John Smith;10 000,00;30%;3000;Won;Contract;Low;05/08/2024;10/06/2024
Filia;Rosson;Filia Rosson;Filia.Rosson@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;06/05/2024;05/06/2024;John Smith;25 000,00;12%;3000;Won;Purchase Order;Medium;06/08/2024;11/06/2024
Adelaida;Redmond;Adelaida Redmond;Adelaida.Redmond@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;06/06/2024;06/07/2024;Sarah Davis;500;30%;150;On Hold;Invoice;High;07/08/2024;12/06/2024
Alisun;Heinecke;Alisun Heinecke;Alisun.Heinecke@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;06/07/2024;05/08/2024;Sarah Davis;3 500,00;5%;175;Won;Payment;Medium;08/08/2024;13/06/2024
Margalit;Dorwood;Margalit Dorwood;Margalit.Dorwood@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;06/08/2024;05/09/2024;Kim Johson;10 000,00;30%;3000;Lost;Refund;Low;09/08/2024;14/06/2024
Hyatt;Craine;Hyatt Craine;Hyatt.Craine@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;06/09/2024;06/10/2024;John Smith;11 000,00;10%;1100;Marketing qualified lead;Lead qualification;Medium;10/08/2024;15/06/2024
Otto;Huriche;Otto Huriche;Otto.Huriche@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;06/10/2024;05/11/2024;John Smith;25 000,00;15%;3750;Lead;Negotiation;Low;11/08/2024;16/06/2024
Grange;Skillington;Grange Skillington;Grange.Skillington@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;06/11/2024;06/12/2024;John Smith;30 000,00;15%;4500;Sales qualified lead;Contact/Meeting;Medium;12/08/2024;17/06/2024
Carolann;O'Hallagan;Carolann O'Hallagan;Carolann.O'Hallagan@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;06/12/2024;05/01/2025;Sarah Davis;10 000,00;12%;1200;Open;Opportunity;High;13/08/2024;18/06/2024
Nonnah;Johns;Nonnah Johns;Nonnah.Johns@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;13/06/2024;13/07/2024;Sarah Davis;500;30%;150;On Hold;Solution;Medium;14/08/2024;19/06/2024
Rebeca;Martonfi;Rebeca Martonfi;Rebeca.Martonfi@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;14/06/2024;14/07/2024;Sarah Davis;11 000,00;5%;550;Won;Proposal Discussed;Low;15/08/2024;20/06/2024
Perl;Bysaker;Perl Bysaker;Perl.Bysaker@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;15/06/2024;15/07/2024;Sarah Davis;5 000,00;30%;1500;Lead;Written Proposal;Medium;16/08/2024;21/06/2024
Idell;Cole;Idell Cole;Idell.Cole@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;16/06/2024;16/07/2024;Kim Johson;25 000,00;20%;5000;Won;Contract;High;17/08/2024;22/06/2024
Lucho;Mitie;Lucho Mitie;Lucho.Mitie@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;17/06/2024;17/07/2024;Kim Johson;30 000,00;12%;3600;Won;Purchase Order;Medium;18/08/2024;23/06/2024
Finn;Dahlman;Finn Dahlman;Finn.Dahlman@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;18/06/2024;18/07/2024;Kim Johson;10 000,00;30%;3000;Won;Invoice;Low;19/08/2024;24/06/2024
Willy;Langley;Willy Langley;Willy.Langley@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;19/06/2024;19/07/2024;Caroline Lewis;25 000,00;5%;1250;Won;Payment;Medium;20/08/2024;25/06/2024
Constantin;Giacobbo;Constantin Giacobbo;Constantin.Giacobbo@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;20/06/2024;20/07/2024;Caroline Lewis;25 000,00;30%;7500;Lost;Refund;Medium;21/08/2024;26/06/2024
Arri;Lamden;Arri Lamden;Arri.Lamden@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;21/06/2024;21/07/2024;Caroline Lewis;30 000,00;12%;3600;On Hold;Lead qualification;High;22/08/2024;27/06/2024
Hazel;Brokenshire;Hazel Brokenshire;Hazel.Brokenshire@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;22/06/2024;22/07/2024;Caroline Lewis;10 000,00;30%;3000;Open;Negotiation;Medium;23/08/2024;28/06/2024
Winny;Girtin;Winny Girtin;Winny.Girtin@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;23/06/2024;23/07/2024;Noah Harris;500;5%;25;Open;Contact/Meeting;Low;24/08/2024;29/06/2024
Abra;Probets;Abra Probets;Abra.Probets@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Instagram;24/06/2024;24/07/2024;John Smith;10 000,00;30%;3000;Open;Opportunity;Medium;25/08/2024;30/06/2024
Albrecht;Forty;Albrecht Forty;Albrecht.Forty@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;25/06/2024;25/07/2024;John Smith;11 000,00;12%;1320;Open;Solution;High;26/08/2024;01/07/2024
Shanta;Knill;Shanta Knill;Shanta.Knill@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;26/06/2024;26/07/2024;John Smith;5 000,00;30%;1500;Open;Proposal Discussed;High;27/08/2024;02/07/2024
Mallissa;Gillespie;Mallissa Gillespie;Mallissa.Gillespie@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;27/06/2024;27/07/2024;John Smith;1 000,00;20%;200;Lead;Written Proposal;Medium;28/08/2024;03/07/2024
Basil;Brellin;Basil Brellin;Basil.Brellin@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;28/06/2024;28/07/2024;John Smith;25 000,00;30%;7500;Won;Contract;Low;29/08/2024;04/07/2024
D'arcy;Rowden;D'arcy Rowden;D'arcy.Rowden@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;29/06/2024;29/07/2024;John Smith;500;12%;60;Won;Purchase Order;Medium;30/08/2024;05/07/2024
Ortensia;Dronsfield;Ortensia Dronsfield;Ortensia.Dronsfield@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;30/06/2024;30/07/2024;John Smith;25 000,00;30%;7500;On Hold;Invoice;High;31/08/2024;06/07/2024
Angeli;O'Hegertie;Angeli O'Hegertie;Angeli.O'Hegertie@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;07/01/2024;06/02/2024;John Smith;30 000,00;5%;1500;Won;Payment;Medium;01/09/2024;07/07/2024
Alair;Hopkins;Alair Hopkins;Alair.Hopkins@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Email;07/02/2024;08/03/2024;John Smith;10 000,00;30%;3000;Lost;Refund;Low;02/09/2024;08/07/2024
Melonie;Zisneros;Melonie Zisneros;Melonie.Zisneros@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;07/03/2024;06/04/2024;John Smith;25 000,00;10%;2500;Marketing qualified lead;Lead qualification;Medium;03/09/2024;09/07/2024
Joelle;Prior;Joelle Prior;Joelle.Prior@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;07/04/2024;07/05/2024;John Smith;10 000,00;15%;1500;Lead;Negotiation;Low;04/09/2024;10/07/2024
Alejandrina;Canavan;Alejandrina Canavan;Alejandrina.Canavan@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;07/05/2024;06/06/2024;John Smith;11 000,00;15%;1650;Sales qualified lead;Contact/Meeting;Medium;05/09/2024;11/07/2024
Mercy;Wilsone;Mercy Wilsone;Mercy.Wilsone@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;07/06/2024;07/07/2024;Sarah Davis;10 000,00;12%;1200;Open;Opportunity;High;06/09/2024;12/07/2024
Joey;Ledram;Joey Ledram;Joey.Ledram@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;07/07/2024;06/08/2024;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;07/09/2024;13/07/2024
Mayor;Ismay;Mayor Ismay;Mayor.Ismay@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;07/08/2024;06/09/2024;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;08/09/2024;14/07/2024
Galvin;O'Keenan;Galvin O'Keenan;Galvin.O'Keenan@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;07/09/2024;07/10/2024;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;09/09/2024;15/07/2024
Foster;Haysar;Foster Haysar;Foster.Haysar@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;07/10/2024;06/11/2024;Kim Johson;30 000,00;20%;6000;Won;Contract;High;10/09/2024;16/07/2024
Les;Mines;Les Mines;Les.Mines@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;07/11/2024;07/12/2024;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;11/09/2024;17/07/2024
Carolee;Butters;Carolee Butters;Carolee.Butters@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;07/12/2024;06/01/2025;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;12/09/2024;18/07/2024
Tomlin;Hastwall;Tomlin Hastwall;Tomlin.Hastwall@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;13/07/2024;12/08/2024;Caroline Lewis;500;5%;25;Won;Payment;Medium;13/09/2024;19/07/2024
Randolf;Durant;Randolf Durant;Randolf.Durant@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;14/07/2024;13/08/2024;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;14/09/2024;20/07/2024
Rowena;Parchment;Rowena Parchment;Rowena.Parchment@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;15/07/2024;14/08/2024;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;15/09/2024;21/07/2024
Stanislas;Baildon;Stanislas Baildon;Stanislas.Baildon@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;16/07/2024;15/08/2024;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;16/09/2024;22/07/2024
Gardiner;Nutley;Gardiner Nutley;Gardiner.Nutley@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;17/07/2024;16/08/2024;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;17/09/2024;23/07/2024
Krissie;Dinan;Krissie Dinan;Krissie.Dinan@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;18/07/2024;17/08/2024;Noah Harris;500;30%;150;Open;Opportunity;Medium;18/09/2024;24/07/2024
Matthew;Petschelt;Matthew Petschelt;Matthew.Petschelt@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;19/07/2024;18/08/2024;Noah Harris;14 000,00;12%;1680;Open;Solution;High;19/09/2024;25/07/2024
Minni;Deegin;Minni Deegin;Minni.Deegin@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;20/07/2024;19/08/2024;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;20/09/2024;26/07/2024
Edee;Stoker;Edee Stoker;Edee.Stoker@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;21/07/2024;20/08/2024;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;21/09/2024;27/07/2024
Maxy;Hurles;Maxy Hurles;Maxy.Hurles@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;22/07/2024;21/08/2024;John Smith;5 000,00;30%;1500;Won;Contract;Low;22/09/2024;28/07/2024
Noelani;Andreuzzi;Noelani Andreuzzi;Noelani.Andreuzzi@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Web;23/07/2024;22/08/2024;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;23/09/2024;29/07/2024
Stuart;Gebhardt;Stuart Gebhardt;Stuart.Gebhardt@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;24/07/2024;23/08/2024;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;24/09/2024;30/07/2024
Marty;Lebreton;Marty Lebreton;Marty.Lebreton@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;25/07/2024;24/08/2024;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;25/09/2024;31/07/2024
Hoyt;;Hoyt ;Hoyt.@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;26/07/2024;25/08/2024;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;26/09/2024;01/08/2024
Donn;Bonnell;Donn Bonnell;Donn.Bonnell@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Paid Ads;27/07/2024;26/08/2024;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;27/09/2024;02/08/2024
Natalee;Stringman;Natalee Stringman;Natalee.Stringman@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;28/07/2024;27/08/2024;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;28/09/2024;03/08/2024
Stormi;;Stormi ;Stormi.@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;29/07/2024;28/08/2024;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;29/09/2024;04/08/2024
Cinderella;Haslen;Cinderella Haslen;Cinderella.Haslen@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;30/07/2024;29/08/2024;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;30/09/2024;05/08/2024
